condition_id,kind,seed,model,persona_richness,action_prompt,interaction_pathway,persona_paraphrase,persona_order,model_decisions,executed_posts,extra_posts,multi_action_outputs,max_actions_in_one_output,jaccard_diversity,unique_text_ratio,mean_word_count,duplicate_text_ratio,strict_jaccard_diversity,strict_unique_text_ratio,strict_mean_word_count,strict_duplicate_text_ratio,tar_action_member,tar_prompt_member
persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b,grid,7008,qwen3.5-9b,generic,reactive,closed,original,original,120,123,3,2,3,0.7995211682828102,0.4796747967479675,20.609756097560975,0.5203252032520325,0.7922904936703897,0.4666666666666667,20.758333333333333,0.5333333333333333,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b,grid,7001,qwen3.5-4b,generic,reactive,closed,original,original,120,197,77,29,10,0.7571134936435995,0.34517766497461927,21.527918781725887,0.6548223350253808,0.7554700269973378,0.5,21.65,0.5,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b,grid,7002,qwen3.5-4b,generic,reactive,closed,original,original,120,151,31,18,5,0.7550625930767666,0.39072847682119205,23.748344370860927,0.609271523178808,0.7356167279291855,0.45,22.275,0.55,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b,grid,7003,qwen3.5-4b,generic,reactive,closed,original,original,120,183,63,19,10,0.7252002760249397,0.37158469945355194,19.814207650273225,0.6284153005464481,0.7200182345906663,0.5,20.491666666666667,0.5,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b,grid,7004,qwen3.5-4b,generic,reactive,closed,original,original,120,156,36,19,10,0.7583558413131466,0.3974358974358974,20.0,0.6025641025641026,0.7196651348728592,0.4166666666666667,19.55,0.5833333333333333,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b,grid,7005,qwen3.5-4b,generic,reactive,closed,original,original,120,197,77,20,42,0.7235703547077472,0.3299492385786802,20.918781725888326,0.6700507614213198,0.7798729481653311,0.5,21.883333333333333,0.5,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b,grid,7006,qwen3.5-4b,generic,reactive,closed,original,original,120,175,55,21,8,0.7642357661570182,0.3142857142857143,26.14857142857143,0.6857142857142857,0.7730251479815194,0.43333333333333335,23.541666666666668,0.5666666666666667,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b,grid,7007,qwen3.5-4b,generic,reactive,closed,original,original,120,170,50,18,10,0.7839680004966556,0.38823529411764707,22.41176470588235,0.611764705882353,0.7655455323989752,0.49166666666666664,21.925,0.5083333333333333,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b,grid,7008,qwen3.5-4b,generic,reactive,closed,original,original,120,178,58,20,10,0.7677840190458217,0.42696629213483145,21.382022471910112,0.5730337078651686,0.7411692784129646,0.5166666666666667,20.925,0.4833333333333333,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-4b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-gemma-4-31b,grid,7001,gemma-4-31b,generic,reactive,closed,original,original,120,120,0,0,1,0.8907207897145066,0.825,17.883333333333333,0.17500000000000004,0.8907207897145066,0.825,17.883333333333333,0.17500000000000004,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-gemma-4-31b,grid,7002,gemma-4-31b,generic,reactive,closed,original,original,120,120,0,0,1,0.8964759086164252,0.8416666666666667,16.766666666666666,0.15833333333333333,0.8964759086164252,0.8416666666666667,16.766666666666666,0.15833333333333333,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-gemma-4-31b,grid,7003,gemma-4-31b,generic,reactive,closed,original,original,120,120,0,0,1,0.8942568885990134,0.8583333333333333,17.375,0.14166666666666672,0.8942568885990134,0.8583333333333333,17.375,0.14166666666666672,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-gemma-4-31b,grid,7004,gemma-4-31b,generic,reactive,closed,original,original,120,120,0,0,1,0.9014368667708542,0.85,16.875,0.15000000000000002,0.9014368667708542,0.85,16.875,0.15000000000000002,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-gemma-4-31b,grid,7005,gemma-4-31b,generic,reactive,closed,original,original,120,120,0,0,1,0.8949538085980119,0.8166666666666667,16.583333333333332,0.18333333333333335,0.8949538085980119,0.8166666666666667,16.583333333333332,0.18333333333333335,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-gemma-4-31b,grid,7006,gemma-4-31b,generic,reactive,closed,original,original,120,120,0,0,1,0.9030178650137598,0.8833333333333333,17.275,0.1166666666666667,0.9030178650137598,0.8833333333333333,17.275,0.1166666666666667,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-gemma-4-31b,grid,7007,gemma-4-31b,generic,reactive,closed,original,original,120,120,0,0,1,0.8960206097109852,0.85,17.641666666666666,0.15000000000000002,0.8960206097109852,0.85,17.641666666666666,0.15000000000000002,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-reactive__model-gemma-4-31b,grid,7008,gemma-4-31b,generic,reactive,closed,original,original,120,120,0,0,1,0.8981538743635685,0.8916666666666667,17.975,0.10833333333333328,0.8981538743635685,0.8916666666666667,17.975,0.10833333333333328,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-gemma-4-31b/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7001,qwen3.5-27b-fp8,generic,engagement-max,closed,original,original,120,120,0,0,1,0.9060478556915453,0.8333333333333334,22.025,0.16666666666666663,0.9060478556915453,0.8333333333333334,22.025,0.16666666666666663,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7002,qwen3.5-27b-fp8,generic,engagement-max,closed,original,original,120,121,1,1,2,0.9026645083188237,0.8099173553719008,21.214876033057852,0.1900826446280992,0.9026333867781087,0.8083333333333333,21.233333333333334,0.19166666666666665,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7003,qwen3.5-27b-fp8,generic,engagement-max,closed,original,original,120,120,0,0,1,0.893445472686692,0.8,22.483333333333334,0.19999999999999996,0.893445472686692,0.8,22.483333333333334,0.19999999999999996,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7004,qwen3.5-27b-fp8,generic,engagement-max,closed,original,original,120,120,0,0,1,0.9047878061777599,0.8416666666666667,21.608333333333334,0.15833333333333333,0.9047878061777599,0.8416666666666667,21.608333333333334,0.15833333333333333,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7005,qwen3.5-27b-fp8,generic,engagement-max,closed,original,original,120,120,0,0,1,0.9006585683106484,0.7916666666666666,21.533333333333335,0.20833333333333337,0.9006585683106484,0.7916666666666666,21.533333333333335,0.20833333333333337,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7006,qwen3.5-27b-fp8,generic,engagement-max,closed,original,original,120,120,0,0,1,0.8998258513529181,0.8083333333333333,22.533333333333335,0.19166666666666665,0.8998258513529181,0.8083333333333333,22.533333333333335,0.19166666666666665,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7007,qwen3.5-27b-fp8,generic,engagement-max,closed,original,original,120,124,4,2,3,0.9003129463830335,0.7419354838709677,22.032258064516128,0.25806451612903225,0.8979136588018027,0.75,22.058333333333334,0.25,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8,grid,7008,qwen3.5-27b-fp8,generic,engagement-max,closed,original,original,120,122,2,1,3,0.9028034049625113,0.8278688524590164,22.565573770491802,0.17213114754098358,0.9017859015225889,0.825,22.583333333333332,0.17500000000000004,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-27b-fp8/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b,grid,7001,qwen3.5-9b,generic,engagement-max,closed,original,original,120,120,0,0,1,0.789511653410688,0.45,19.941666666666666,0.55,0.789511653410688,0.45,19.941666666666666,0.55,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b,grid,7002,qwen3.5-9b,generic,engagement-max,closed,original,original,120,120,0,0,1,0.8108630410664092,0.5,18.325,0.5,0.8108630410664092,0.5,18.325,0.5,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b,grid,7003,qwen3.5-9b,generic,engagement-max,closed,original,original,120,122,2,2,2,0.8203517219784736,0.4180327868852459,19.942622950819672,0.5819672131147541,0.8199406938060444,0.425,19.966666666666665,0.575,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b,grid,7004,qwen3.5-9b,generic,engagement-max,closed,original,original,120,120,0,0,1,0.825898415750057,0.425,19.533333333333335,0.575,0.825898415750057,0.425,19.533333333333335,0.575,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b,grid,7005,qwen3.5-9b,generic,engagement-max,closed,original,original,120,121,1,1,2,0.821592837739056,0.512396694214876,18.90909090909091,0.487603305785124,0.8226088946314895,0.5166666666666667,18.941666666666666,0.4833333333333333,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b,grid,7006,qwen3.5-9b,generic,engagement-max,closed,original,original,120,124,4,2,3,0.8134102981985714,0.4112903225806452,21.782258064516128,0.5887096774193548,0.8140723301819599,0.425,21.9,0.575,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b,grid,7007,qwen3.5-9b,generic,engagement-max,closed,original,original,120,120,0,0,1,0.8185074119744908,0.49166666666666664,18.783333333333335,0.5083333333333333,0.8185074119744908,0.49166666666666664,18.783333333333335,0.5083333333333333,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-engagement-max__model-qwen3.5-9b/seed_7007/run/prompts_and_responses.jsonl.gz
